,Title,ID,Budget,Revenue,Popularity,Run_Time,Vote_Average,Vote_Count,Genre,Production_Company,Release_Date,Rating
90,The Wolf of Wall Street,106646,85000000,358375603,18.702,91.0,6.9,5403,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]","[{'id': 5, 'logo_path': '/71BqEFAF4V3qjjMPCpLuyJFB9A.png', 'name': 'Columbia Pictures', 'origin_country': 'US'}, {'id': 2251, 'logo_path': '/6l16UFSkZ1oPpyBYaILgffFZlTc.png', 'name': 'Sony Pictures Animation', 'origin_country': 'US'}, {'id': 34, 'logo_path': '/GagSvqWlyPdkFHMfQ3pNq6ix9P.png', 'name': 'Sony Pictures', 'origin_country': 'US'}]",2012-09-20,R
91,Gimme Shelter,232175,250000000,284139100,18.305,132.0,6.1,3532,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]","[{'id': 2, 'logo_path': '/wdrCwmRnLFJhEoH8GSfymY85KHT.png', 'name': 'Walt Disney Pictures', 'origin_country': 'US'}]",2012-03-07,GP
92,The Purge,158015,150000000,1274219009,63.955,102.0,7.3,10509,"[{'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}]","[{'id': 2, 'logo_path': '/wdrCwmRnLFJhEoH8GSfymY85KHT.png', 'name': 'Walt Disney Pictures', 'origin_country': 'US'}, {'id': 6125, 'logo_path': '/tVPmo07IHhBs4HuilrcV0yujsZ9.png', 'name': 'Walt Disney Animation Studios', 'origin_country': 'US'}]",2013-11-27,R
93,Thor: The Dark World,76338,70000000,161025640,30.097,120.0,6.3,4357,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]","[{'id': 925, 'logo_path': '/dIb9hjXNOkgxu4kBWdIdK8nM4w.png', 'name': 'Nu Image', 'origin_country': 'US'}, {'id': 1020, 'logo_path': '/kuUIHNwMec4dwOLghDhhZJzHZTd.png', 'name': 'Millennium Films', 'origin_country': 'US'}]",2013-03-20,PG-13
94,Beautiful Creatures,109491,76000000,970761885,29.022,98.0,6.9,7746,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]","[{'id': 6704, 'logo_path': '/fOG2oY4m1YuYTQh4bMqqZkmgOAI.png', 'name': 'Illumination Entertainment', 'origin_country': 'US'}, {'id': 33, 'logo_path': '/8lvHyhjr8oUKOOy2dKXoALWKdp0.png', 'name': 'Universal Pictures', 'origin_country': 'US'}]",2013-06-25,PG-13
95,Man of Steel,49521,100000000,392000694,28.502,180.0,8.0,13471,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]","[{'id': 14654, 'logo_path': None, 'name': 'EMJAG Productions', 'origin_country': ''}, {'id': 4, 'logo_path': '/fycMZt242LVjagMByZOLUGbCvv3.png', 'name': 'Paramount', 'origin_country': 'US'}, {'id': 19177, 'logo_path': None, 'name': 'Red Granite Pictures', 'origin_country': ''}, {'id': 562, 'logo_path': '/k3NsSdV854UX4zEReX1dl1Psxbb.png', 'name': 'Appian Way', 'origin_country': 'US'}, {'id': 23243, 'logo_path': None, 'name': 'Sikelia Productions', 'origin_country': 'US'}]",2013-12-25,PG-13
96,Monsters University,62211,7500000,1359910,26.308,101.0,6.7,162,"[{'id': 18, 'name': 'Drama'}]","[{'id': 22918, 'logo_path': None, 'name': 'Day Twenty- Eight Films', 'origin_country': ''}, {'id': 22919, 'logo_path': None, 'name': 'Rishon Films', 'origin_country': ''}]",2013-10-17,G
97,The Hobbit: The Desolation of Smaug,57158,3000000,89328627,25.641,86.0,6.2,5230,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]","[{'id': 33, 'logo_path': '/8lvHyhjr8oUKOOy2dKXoALWKdp0.png', 'name': 'Universal Pictures', 'origin_country': 'US'}, {'id': 729, 'logo_path': '/hNxGdbddbsDDnEWJ7RNLcGCRSLQ.png', 'name': 'Why Not Productions', 'origin_country': 'FR'}, {'id': 2481, 'logo_path': '/nVEP2IHCDOBOldgDL4SSufitN9.png', 'name': 'Platinum Dunes', 'origin_country': 'US'}, {'id': 3172, 'logo_path': '/kDedjRZwO8uyFhuHamomOhN6fzG.png', 'name': 'Blumhouse Productions', 'origin_country': 'US'}]",2013-05-31,PG-13
98,Iron Man 3,68721,170000000,644571402,25.944,112.0,6.6,10909,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]","[{'id': 420, 'logo_path': '/hUzeosd33nzE5MCNsZxCGEKTXaQ.png', 'name': 'Marvel Studios', 'origin_country': 'US'}]",2013-10-29,PG-13
99,Now You See Me,75656,60000000,60052138,18.632,124.0,5.8,1945,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","[{'id': 1088, 'logo_path': '/9WOE5AQUXbOtLU6GTwfjS8OMF0v.png', 'name': 'Alcon Entertainment', 'origin_country': 'US'}, {'id': 32184, 'logo_path': None, 'name': 'Belle Pictures', 'origin_country': ''}, {'id': 787, 'logo_path': '/cCefBs1t7jxtiz3eCxBp9yxrxGx.png', 'name': '3 Arts Entertainment', 'origin_country': 'US'}, {'id': 174, 'logo_path': '/ky0xOc5OrhzkZ1N6KyUxacfQsCk.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}]",2013-02-13,PG-13
100,Carrie,133805,225000000,668045518,25.202,143.0,6.5,10256,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]","[{'id': 923, 'logo_path': '/5UQsZrfbfG2dYJbx8DxfoTr2Bvu.png', 'name': 'Legendary Entertainment', 'origin_country': 'US'}, {'id': 9993, 'logo_path': '/2Tc1P3Ac8M479naPp1kYT3izLS5.png', 'name': 'DC Entertainment', 'origin_country': 'US'}, {'id': 9996, 'logo_path': '/3tvBqYsBhxWeHlu62SIJ1el93O7.png', 'name': 'Syncopy', 'origin_country': 'GB'}, {'id': 174, 'logo_path': '/ky0xOc5OrhzkZ1N6KyUxacfQsCk.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}, {'id': 9995, 'logo_path': '/mAIGhOYhN4N2N0F7p4dbKhgXf3l.png', 'name': 'Cruel & Unusual Films', 'origin_country': 'US'}, {'id': 429, 'logo_path': '/2Tc1P3Ac8M479naPp1kYT3izLS5.png', 'name': 'DC Comics', 'origin_country': 'US'}]",2013-06-12,R
101,47 Ronin,64686,200000000,743559607,24.287,104.0,7.0,6793,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]","[{'id': 3, 'logo_path': '/1TjvGVDMYsj6JBxOAkUHpPEwLf7.png', 'name': 'Pixar', 'origin_country': 'US'}, {'id': 2, 'logo_path': '/wdrCwmRnLFJhEoH8GSfymY85KHT.png', 'name': 'Walt Disney Pictures', 'origin_country': 'US'}]",2013-06-20,PG-13
102,Last Vegas,137093,250000000,958400000,18.592,161.0,7.6,8178,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]","[{'id': 174, 'logo_path': '/ky0xOc5OrhzkZ1N6KyUxacfQsCk.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}, {'id': 11, 'logo_path': '/6FAuASQHybRkZUk08p9PzSs9ezM.png', 'name': 'WingNut Films', 'origin_country': 'NZ'}, {'id': 12, 'logo_path': '/iaYpEp3LQmb8AfAtmTvpqd4149c.png', 'name': 'New Line Cinema', 'origin_country': 'US'}, {'id': 21, 'logo_path': '/mjofSXiHpG5t6KYmU4l4FrUhT7m.png', 'name': 'Metro-Goldwyn-Mayer', 'origin_country': 'US'}]",2013-12-11,PG-13
103,The Hunger Games: Catching Fire,101299,200000000,1215439994,22.589,131.0,6.9,15055,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]","[{'id': 420, 'logo_path': '/hUzeosd33nzE5MCNsZxCGEKTXaQ.png', 'name': 'Marvel Studios', 'origin_country': 'US'}]",2013-04-18,PG-13
104,The Conjuring,138843,75000000,117698894,22.906,116.0,7.4,10514,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]","[{'id': 491, 'logo_path': '/rUp0lLKa1pr4UsPm8fgzmnNGxtq.png', 'name': 'Summit Entertainment', 'origin_country': 'US'}, {'id': 7296, 'logo_path': None, 'name': 'K/O Paper Products', 'origin_country': 'US'}, {'id': 23271, 'logo_path': None, 'name': 'SOIXAN7E QUIN5E', 'origin_country': ''}, {'id': 23272, 'logo_path': None, 'name': 'See Me Louisiana', 'origin_country': ''}]",2013-05-29,R
105,A Good Day to Die Hard,47964,30000000,82394288,20.724,100.0,5.9,2851,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}]","[{'id': 11581, 'logo_path': '/6K0xgnlb35PU31T2IH3deVGvTlX.png', 'name': 'Misher Films', 'origin_country': 'US'}, {'id': 3287, 'logo_path': '/bz6GbCQQXGNE56LTW9dwgksW0Iw.png', 'name': 'Screen Gems', 'origin_country': 'US'}, {'id': 21, 'logo_path': '/mjofSXiHpG5t6KYmU4l4FrUhT7m.png', 'name': 'Metro-Goldwyn-Mayer', 'origin_country': 'US'}]",2013-10-16,R
106,Her,152601,175000000,150962475,20.386,119.0,6.0,2226,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]","[{'id': 2735, 'logo_path': None, 'name': 'Mid Atlantic Films', 'origin_country': ''}, {'id': 4403, 'logo_path': None, 'name': 'Stuber Productions', 'origin_country': ''}, {'id': 20478, 'logo_path': '/gSS2OBc6dRsK2ewRx5lcwnARrpl.png', 'name': 'Moving Picture Company', 'origin_country': 'GB'}, {'id': 20851, 'logo_path': None, 'name': 'H2F Entertainment', 'origin_country': ''}, {'id': 33, 'logo_path': '/8lvHyhjr8oUKOOy2dKXoALWKdp0.png', 'name': 'Universal Pictures', 'origin_country': 'US'}]",2013-12-06,R
107,John Wick,245891,28000000,134402450,17.003,105.0,6.4,1297,"[{'id': 35, 'name': 'Comedy'}]","[{'id': 34886, 'logo_path': '/t5U3RqGBm8Hz1Le3g6TryKZ44Uy.png', 'name': 'Gidden Media', 'origin_country': 'US'}, {'id': 5490, 'logo_path': '/xuJSR4dWsvkE194aemIJwflyNF2.png', 'name': 'CBS Films', 'origin_country': 'US'}, {'id': 17393, 'logo_path': '/k28sCof6kheeOicLqL6EXX2GHov.png', 'name': 'Good Universe', 'origin_country': 'US'}, {'id': 415, 'logo_path': None, 'name': 'Laurence Mark Productions', 'origin_country': ''}, {'id': 13444, 'logo_path': None, 'name': 'Outlaw Sinema', 'origin_country': ''}]",2013-10-31,R
108,Guardians of the Galaxy,118340,130000000,847423452,15.21,146.0,7.4,11814,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]","[{'id': 1632, 'logo_path': '/cisLn1YAUuptXVBa0xjq7ST9cH0.png', 'name': 'Lionsgate', 'origin_country': 'US'}, {'id': 5420, 'logo_path': '/dlW4Kh5dNieKNURnymsu57y6fMf.png', 'name': 'Color Force', 'origin_country': 'US'}]",2013-11-15,PG-13
109,Big Hero 6,177572,13000000,319494638,19.717,112.0,7.5,6425,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]","[{'id': 31375, 'logo_path': None, 'name': 'Evergreen Media Group', 'origin_country': ''}, {'id': 12, 'logo_path': '/iaYpEp3LQmb8AfAtmTvpqd4149c.png', 'name': 'New Line Cinema', 'origin_country': 'US'}, {'id': 11565, 'logo_path': None, 'name': 'The Safran Company', 'origin_country': 'US'}]",2013-03-20,PG
110,Maleficent,102651,92000000,304654182,19.614,98.0,5.2,4583,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]","[{'id': 2735, 'logo_path': None, 'name': 'Mid Atlantic Films', 'origin_country': ''}, {'id': 290, 'logo_path': '/Q8mw2AOQQc8Qg0uNwLWq86DVZv.png', 'name': 'Ingenious Media', 'origin_country': 'GB'}, {'id': 444, 'logo_path': '/42UPdZl6B2cFXgNUASR8hSt9mpS.png', 'name': 'Dune Entertainment', 'origin_country': 'US'}, {'id': 10893, 'logo_path': None, 'name': 'Big Screen Productions', 'origin_country': ''}, {'id': 12292, 'logo_path': '/llGRXF5WYUW2fzXg0ebCoKMXjmT.png', 'name': 'Temple Hill Entertainment', 'origin_country': 'US'}, {'id': 22213, 'logo_path': '/qx9K6bFWJupwde0xQDwOvXkOaL8.png', 'name': 'TSG Entertainment', 'origin_country': 'US'}, {'id': 34396, 'logo_path': None, 'name': 'Giant Pictures', 'origin_country': ''}, {'id': 34397, 'logo_path': None, 'name': 'Origo Film Group', 'origin_country': ''}, {'id': 25, 'logo_path': '/qZCc1lty5FzX30aOCVRBLzaVmcp.png', 'name': '20th Century Fox', 'origin_country': 'US'}]",2013-02-06,PG
111,The Hobbit: The Battle of the Five Armies,122917,23000000,47351251,19.062,126.0,7.9,8511,"[{'id': 10749, 'name': 'Romance'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}]","[{'id': 13184, 'logo_path': '/pfUB1a62jSMIqp4Xmaq6z2cgW0B.png', 'name': 'Annapurna Pictures', 'origin_country': 'US'}, {'id': 174, 'logo_path': '/ky0xOc5OrhzkZ1N6KyUxacfQsCk.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}, {'id': 11654, 'logo_path': None, 'name': 'Ascot Elite - Ascot Life!', 'origin_country': ''}]",2013-12-18,PG-13
112,The Purge: Anarchy,238636,20000000,88761661,58.721,101.0,7.2,11199,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]","[{'id': 491, 'logo_path': '/rUp0lLKa1pr4UsPm8fgzmnNGxtq.png', 'name': 'Summit Entertainment', 'origin_country': 'US'}, {'id': 23008, 'logo_path': '/5SarYupipdiejsEqUkwu1SpYfru.png', 'name': '87Eleven', 'origin_country': 'US'}, {'id': 36259, 'logo_path': None, 'name': 'DefyNite Films', 'origin_country': 'US'}, {'id': 36433, 'logo_path': None, 'name': 'MJW Films', 'origin_country': 'US'}, {'id': 174, 'logo_path': '/ky0xOc5OrhzkZ1N6KyUxacfQsCk.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}]",2014-10-22,R
113,Whiplash,244786,170000000,772776600,50.186,121.0,7.9,19175,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}]","[{'id': 420, 'logo_path': '/hUzeosd33nzE5MCNsZxCGEKTXaQ.png', 'name': 'Marvel Studios', 'origin_country': 'US'}]",2014-07-30,R
114,Interstellar,157336,165000000,657818612,46.442,102.0,7.8,10777,"[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]","[{'id': 6125, 'logo_path': '/tVPmo07IHhBs4HuilrcV0yujsZ9.png', 'name': 'Walt Disney Animation Studios', 'origin_country': 'US'}, {'id': 2, 'logo_path': '/wdrCwmRnLFJhEoH8GSfymY85KHT.png', 'name': 'Walt Disney Pictures', 'origin_country': 'US'}]",2014-10-24,PG-13
115,The Hunger Games: Mockingjay - Part 1,131631,180000000,758539785,43.177,97.0,7.1,8922,"[{'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 10751, 'name': 'Family'}, {'id': 10749, 'name': 'Romance'}]","[{'id': 2, 'logo_path': '/wdrCwmRnLFJhEoH8GSfymY85KHT.png', 'name': 'Walt Disney Pictures', 'origin_country': 'US'}, {'id': 16314, 'logo_path': None, 'name': 'Roth Films', 'origin_country': 'US'}]",2014-05-28,PG-13
116,Fury,228150,250000000,956019788,41.393,144.0,7.3,8947,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]","[{'id': 174, 'logo_path': '/ky0xOc5OrhzkZ1N6KyUxacfQsCk.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}, {'id': 11, 'logo_path': '/6FAuASQHybRkZUk08p9PzSs9ezM.png', 'name': 'WingNut Films', 'origin_country': 'NZ'}, {'id': 12, 'logo_path': '/iaYpEp3LQmb8AfAtmTvpqd4149c.png', 'name': 'New Line Cinema', 'origin_country': 'US'}, {'id': 7413, 'logo_path': None, 'name': '3Foot7', 'origin_country': 'NZ'}, {'id': 21, 'logo_path': '/mjofSXiHpG5t6KYmU4l4FrUhT7m.png', 'name': 'Metro-Goldwyn-Mayer', 'origin_country': 'US'}]",2014-12-10,R
117,The Equalizer,156022,9000000,111928365,38.854,104.0,6.6,4040,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]","[{'id': 33, 'logo_path': '/8lvHyhjr8oUKOOy2dKXoALWKdp0.png', 'name': 'Universal Pictures', 'origin_country': 'US'}, {'id': 729, 'logo_path': '/hNxGdbddbsDDnEWJ7RNLcGCRSLQ.png', 'name': 'Why Not Productions', 'origin_country': 'FR'}, {'id': 2481, 'logo_path': '/nVEP2IHCDOBOldgDL4SSufitN9.png', 'name': 'Platinum Dunes', 'origin_country': 'US'}, {'id': 3172, 'logo_path': '/kDedjRZwO8uyFhuHamomOhN6fzG.png', 'name': 'Blumhouse Productions', 'origin_country': 'US'}, {'id': 47354, 'logo_path': None, 'name': '5150 Action', 'origin_country': ''}]",2014-07-17,R
118,Gone Girl,210577,3300000,13092000,31.98,107.0,8.4,8580,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]","[{'id': 2266, 'logo_path': '/owzVs2mguyyJ3vIn7EbgowpUPnk.png', 'name': 'Bold Films', 'origin_country': 'US'}, {'id': 3172, 'logo_path': '/kDedjRZwO8uyFhuHamomOhN6fzG.png', 'name': 'Blumhouse Productions', 'origin_country': 'US'}, {'id': 32157, 'logo_path': '/nBD7uzlUlpivUpOoUTg5UEZJoib.png', 'name': 'Right of Way Films', 'origin_country': 'US'}]",2014-10-10,R
119,The Maze Runner,198663,165000000,675120017,35.92,169.0,8.3,20045,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]","[{'id': 923, 'logo_path': '/5UQsZrfbfG2dYJbx8DxfoTr2Bvu.png', 'name': 'Legendary Entertainment', 'origin_country': 'US'}, {'id': 9996, 'logo_path': '/3tvBqYsBhxWeHlu62SIJ1el93O7.png', 'name': 'Syncopy', 'origin_country': 'GB'}, {'id': 13769, 'logo_path': None, 'name': 'Lynda Obst Productions', 'origin_country': ''}]",2014-11-05,PG-13
120,Birdman,194662,125000000,752100229,35.688,123.0,6.8,10674,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]","[{'id': 1632, 'logo_path': '/cisLn1YAUuptXVBa0xjq7ST9cH0.png', 'name': 'Lionsgate', 'origin_country': 'US'}, {'id': 5420, 'logo_path': '/dlW4Kh5dNieKNURnymsu57y6fMf.png', 'name': 'Color Force', 'origin_country': 'US'}]",2014-11-18,TV-G
121,Dawn of the Planet of the Apes,119450,68000000,211817906,37.11,135.0,7.4,7096,"[{'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}]","[{'id': 39649, 'logo_path': None, 'name': 'Huayi Brothers Media', 'origin_country': 'CN'}, {'id': 5, 'logo_path': '/71BqEFAF4V3qjjMPCpLuyJFB9A.png', 'name': 'Columbia Pictures', 'origin_country': 'US'}, {'id': 11029, 'logo_path': '/aEqqnFZjCW10ODE4TYQ1qkjvokr.png', 'name': 'QED International', 'origin_country': 'US'}, {'id': 34034, 'logo_path': None, 'name': 'LStar Capital', 'origin_country': 'US'}, {'id': 47169, 'logo_path': None, 'name': 'Le Grisbi Productions', 'origin_country': 'US'}, {'id': 16312, 'logo_path': None, 'name': 'Crave Films', 'origin_country': 'US'}, {'id': 34, 'logo_path': '/GagSvqWlyPdkFHMfQ3pNq6ix9P.png', 'name': 'Sony Pictures', 'origin_country': 'US'}]",2014-10-15,PG-13
122,X-Men: Days of Future Past,127585,55000000,192330738,33.072,132.0,7.2,5333,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]","[{'id': 41096, 'logo_path': None, 'name': 'Lonetree Entertainment', 'origin_country': 'US'}, {'id': 5, 'logo_path': '/71BqEFAF4V3qjjMPCpLuyJFB9A.png', 'name': 'Columbia Pictures', 'origin_country': 'US'}, {'id': 79, 'logo_path': '/tpFpsqbleCzEE2p5EgvUq6ozfCA.png', 'name': 'Village Roadshow Pictures', 'origin_country': 'US'}, {'id': 1423, 'logo_path': '/9KSoL1oEQaBSPLwEhoZZRoxTzyx.png', 'name': 'Escape Artists', 'origin_country': 'US'}, {'id': 34034, 'logo_path': None, 'name': 'LStar Capital', 'origin_country': 'US'}, {'id': 2767, 'logo_path': None, 'name': 'Mace Neufeld Productions', 'origin_country': 'US'}]",2014-09-24,PG-13
123,The Imitation Game,205596,61000000,369330363,37.223,149.0,7.9,11263,"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]","[{'id': 508, 'logo_path': '/7PzJdsLGlR7oW4J0J5Xcd0pHGRg.png', 'name': 'Regency Enterprises', 'origin_country': 'US'}, {'id': 10104, 'logo_path': '/hNuGhsKVlmhnwSRcmOejDBDjh6w.png', 'name': 'New Regency Pictures', 'origin_country': 'US'}, {'id': 15829, 'logo_path': None, 'name': 'Pacific Standard', 'origin_country': ''}, {'id': 22213, 'logo_path': '/qx9K6bFWJupwde0xQDwOvXkOaL8.png', 'name': 'TSG Entertainment', 'origin_country': 'US'}, {'id': 60682, 'logo_path': '/uyEGeoWO8xUtMIlEY8ztMZWizu6.png', 'name': 'Artemple - Hollywood', 'origin_country': 'US'}, {'id': 25, 'logo_path': '/qZCc1lty5FzX30aOCVRBLzaVmcp.png', 'name': '20th Century Fox', 'origin_country': 'US'}]",2014-10-01,PG-13
124,Night at the Museum: Secret of the Tomb,181533,34000000,348300000,33.526,113.0,7.1,11224,"[{'id': 28, 'name': 'Action'}, {'id': 9648, 'name': 'Mystery'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]","[{'id': 290, 'logo_path': '/Q8mw2AOQQc8Qg0uNwLWq86DVZv.png', 'name': 'Ingenious Media', 'origin_country': 'GB'}, {'id': 3672, 'logo_path': '/5VWXJgYYrJZUE0hixvBdVfGSfmo.png', 'name': 'Gotham Group', 'origin_country': 'US'}, {'id': 8569, 'logo_path': None, 'name': 'Dayday Films', 'origin_country': 'GB'}, {'id': 12292, 'logo_path': '/llGRXF5WYUW2fzXg0ebCoKMXjmT.png', 'name': 'Temple Hill Entertainment', 'origin_country': 'US'}, {'id': 22213, 'logo_path': '/qx9K6bFWJupwde0xQDwOvXkOaL8.png', 'name': 'TSG Entertainment', 'origin_country': 'US'}, {'id': 25, 'logo_path': '/qZCc1lty5FzX30aOCVRBLzaVmcp.png', 'name': '20th Century Fox', 'origin_country': 'US'}]",2014-09-10,PG
125,How to Train Your Dragon 2,82702,18000000,103215094,28.531,120.0,7.4,8336,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]","[{'id': 22213, 'logo_path': '/qx9K6bFWJupwde0xQDwOvXkOaL8.png', 'name': 'TSG Entertainment', 'origin_country': 'US'}, {'id': 9015, 'logo_path': None, 'name': 'Worldview Entertainment', 'origin_country': ''}, {'id': 10104, 'logo_path': '/hNuGhsKVlmhnwSRcmOejDBDjh6w.png', 'name': 'New Regency Pictures', 'origin_country': 'US'}, {'id': 52660, 'logo_path': None, 'name': 'M Productions', 'origin_country': ''}, {'id': 47169, 'logo_path': None, 'name': 'Le Grisbi Productions', 'origin_country': 'US'}]",2014-08-27,PG
126,Teenage Mutant Ninja Turtles,98566,170000000,710644566,23.898,130.0,7.3,7462,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]","[{'id': 22213, 'logo_path': '/qx9K6bFWJupwde0xQDwOvXkOaL8.png', 'name': 'TSG Entertainment', 'origin_country': 'US'}, {'id': 7076, 'logo_path': '/8BFxn9NUWSgp0ndih569Gm62xiC.png', 'name': 'Chernin Entertainment', 'origin_country': 'US'}, {'id': 290, 'logo_path': '/Q8mw2AOQQc8Qg0uNwLWq86DVZv.png', 'name': 'Ingenious Media', 'origin_country': 'GB'}]",2014-06-26,PG-13
127,Terminator Genisys,87101,250000000,747862775,28.034,131.0,7.5,10641,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]","[{'id': 76043, 'logo_path': '/9RO2vbQ67otPrBLXCaC8UMp3Qat.png', 'name': 'Revolution Sun Studios', 'origin_country': 'US'}, {'id': 431, 'logo_path': None, 'name': ""The Donners' Company"", 'origin_country': 'US'}, {'id': 7505, 'logo_path': '/837VMM4wOkODc1idNxGT0KQJlej.png', 'name': 'Marvel Entertainment', 'origin_country': 'US'}, {'id': 9168, 'logo_path': '/hQNXrYIuyLRxMSBuGHk0GX7CCBS.png', 'name': 'Bad Hat Harry Productions', 'origin_country': 'US'}, {'id': 22213, 'logo_path': '/qx9K6bFWJupwde0xQDwOvXkOaL8.png', 'name': 'TSG Entertainment', 'origin_country': 'US'}, {'id': 37336, 'logo_path': None, 'name': 'Down Productions', 'origin_country': ''}, {'id': 25, 'logo_path': '/qZCc1lty5FzX30aOCVRBLzaVmcp.png', 'name': '20th Century Fox', 'origin_country': 'US'}]",2014-05-15,PG-13
128,Handjob Cabin,608812,14000000,233555708,26.941,113.0,8.1,11073,"[{'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 10752, 'name': 'War'}]","[{'id': 38145, 'logo_path': None, 'name': 'Bristol Automotive', 'origin_country': 'US'}, {'id': 22146, 'logo_path': '/jPBtpMh0AUFqf9yfOJXer9d5Rei.png', 'name': 'Black Bear Pictures', 'origin_country': 'US'}]",2014-11-14,N/A
